source_sha,character_id,action_id,variant_id,sample_phase,tick_index,state_frame,hitbox_id,hitbox_active,center_x,center_y,radius,hitlag_remaining,contact_marker
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,12,13,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,13,14,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,14,15,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,15,16,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,16,17,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,17,18,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,18,19,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,19,20,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,20,21,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,21,22,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,22,23,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,23,24,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,24,25,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,25,26,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,26,27,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,27,28,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,28,29,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,29,30,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,30,31,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,special_down,ground,after_step,31,1,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,11,5,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,12,1,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,13,2,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,14,3,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,15,4,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,16,5,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,17,6,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,18,7,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,19,8,,0,,,,5,1
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,20,8,,0,,,,4,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,21,8,,0,,,,3,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,22,8,,0,,,,2,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,23,8,,0,,,,1,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,24,8,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,25,9,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,26,10,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,27,11,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,28,12,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,29,13,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,30,14,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,31,15,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,32,16,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,33,17,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,34,18,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,35,19,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,36,20,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,37,21,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,38,22,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,39,23,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,40,24,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,41,25,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,42,26,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,43,27,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,44,28,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,45,29,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_f,from_grab,after_step,46,1,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,11,5,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,12,1,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,13,2,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,14,3,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,15,4,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,16,5,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,17,6,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,18,7,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,19,8,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,20,9,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,21,10,,0,,,,6,1
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,22,10,,0,,,,5,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,23,10,,0,,,,4,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,24,10,,0,,,,3,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,25,10,,0,,,,2,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,26,10,,0,,,,1,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,27,10,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,28,11,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,29,12,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,30,13,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,31,14,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,32,15,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,33,16,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,34,17,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,35,18,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,36,19,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,37,20,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,38,21,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,39,22,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,40,23,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,41,24,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,42,25,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,43,26,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,44,27,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,45,28,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,46,29,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,47,30,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,48,31,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,49,32,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,50,33,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_b,from_grab,after_step,51,1,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,11,5,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,12,1,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,13,2,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,14,3,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,15,4,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,16,5,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,17,6,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,18,7,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,19,8,,0,,,,5,1
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,20,8,,0,,,,4,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,21,8,,0,,,,3,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,22,8,,0,,,,2,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,23,8,,0,,,,1,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,24,8,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,25,9,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,26,10,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,27,11,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,28,12,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,29,13,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,30,14,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,31,15,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,32,16,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,33,17,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,34,18,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,35,19,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,36,20,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,37,21,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,38,22,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,39,23,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,40,24,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,41,25,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,42,26,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,43,27,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,44,28,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,45,29,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_u,from_grab,after_step,46,1,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,11,5,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,12,1,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,13,2,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,14,3,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,15,4,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,16,5,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,17,6,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,18,7,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,19,8,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,20,9,,0,,,,5,1
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,21,9,,0,,,,4,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,22,9,,0,,,,3,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,23,9,,0,,,,2,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,24,9,,0,,,,1,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,25,9,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,26,10,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,27,11,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,28,12,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,29,13,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,30,14,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,31,15,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,32,16,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,33,17,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,34,18,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,35,19,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,36,20,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,37,21,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,38,22,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,39,23,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,40,24,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,41,25,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,42,26,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,43,27,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,44,28,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,45,29,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,46,30,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,47,31,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,48,32,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,kestrel,throw_d,from_grab,after_step,49,1,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,pre_step,0,8,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,0,1,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,1,2,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,2,3,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,3,4,clean,1,15.000,25.000,9.500,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,4,5,clean,1,15.000,25.000,9.500,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,5,6,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,6,7,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,7,8,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,8,9,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,9,10,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,10,11,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,11,12,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,12,13,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,13,14,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,14,15,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,15,16,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,16,17,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,17,18,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,18,19,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,19,20,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,20,21,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,21,22,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab,ground,after_step,22,1,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,7,4,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,8,0,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,9,1,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,10,2,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,11,3,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,12,4,clean,1,17.000,26.000,10.000,5,1
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,13,4,clean,1,17.000,26.000,10.000,4,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,14,4,clean,1,17.000,26.000,10.000,3,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,15,4,clean,1,17.000,26.000,10.000,2,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,16,4,clean,1,17.000,26.000,10.000,1,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,17,4,clean,1,17.000,26.000,10.000,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,18,5,clean,1,17.000,26.000,10.000,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,19,6,clean,1,17.000,26.000,10.000,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,20,7,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,21,8,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,22,9,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,23,10,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,24,11,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,25,12,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,26,13,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,27,14,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,28,15,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,29,16,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,30,17,,0,,,,0,0
9cf312b0d76a11d9b79e6b4100f848d1878ed0b9,boulder,jab2,after_jab1_hit,after_step,31,18,,0,,,,0,0
